Nimeke;ISSN/NBN;Digitoitu (avoin käyttö);Digitoitu (rajattu käyttö);Ilmestynyt vuosina;Digitointi-%;Niteitä;Sivuja;URL;Puoluekanta;Puoluekanta2 (alkupvm-loppupvm jos tiedossa?);Kommentti;Kommentti_5;Tietolähteiden värikoodit;Puoluekanta_SV;Puoluekanta_en;Kommentti_sv;Kommentti_en
Sääksmäen Sanomat;fk14761;1921 - 1927;;1921 - 1927;"100;00 %";313;1252;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14761;-;;paikallinen lehti;;1;-;-;;
Uusmaalainen;fk14838;1926 - 1929;;1926 - 1929;"100;00 %";298;1232;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14838;aitosuomalainen;;;;1;äktfinsk;true Finn;;
Kaupunkilehti Ankkuri;1796-329X;;2016 - 2017;2006 - 2019;"14;29 %";50;1228;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1796-329X;;;;;;;;;
Lappilainen;1799-5957;;2016 - 2019;2011 - 2019;"44;44 %";69;1228;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1799-5957;;;;;;;;;
KD;1795-9535;;2016 - 2019;2005 - 2019;"26;67 %";36;1224;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1795-9535;;;;;;;;;
Sanomia Porista;fk10424;1894 - 1896;;1894 - 1896;"100;00 %";305;1216;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10424;nuorsuomalainen;;;;1;ungfinsk;Young Finnish Party;;
Rannan Sanomat;fk10402;;1930 - 1935;1930 - 1939;"60;00 %";291;1211;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10402;-;;paikallinen lehti;;1;-;-;;
Itä-Hämäläinen;fk10122;;1938 - 1939;1938 - 1939;"100;00 %";181;1201;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10122;IKL:läinen;;;;1;patriotisk folkrörelse;patriotic mass movement;;
Suomi;fk10493;1918;;1918;"100;00 %";208;1199;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10493;-;;saksankielinen tiedotuslehti;;1;-;-;;
Tidningar ifrån Helsingfors;1457-4748;1829 - 1831;;1829 - 1831;"100;00 %";298;1192;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4748;-;;"ilmoituksia; sekalaisia käännöksiä; kirjoitussarjoja";;1;-;-;;
Uusi Kotka;fk14830;1918 - 1920;;1918 - 1920;"100;00 %";298;1189;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14830;edistyspuoluelainen;;;;1;progress parti;National Progressive Party;;
Alavieska;fk14352;;2016 - 2019;1983 - 2019;"10;81 %";74;1188;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14352;;;;;;;;;
Nya Tidningen;fk10313;1922 - 1926;;1922 - 1926;"100;00 %";198;1188;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10313;epävirallinen RKP:n vasemman laidan äänenkannattaja;;;;1;inofficiel Svenska folkpartiet i Finland (vänster vingen) organ;unofficial Swedish People's Party left wing paper;;
Suomen Työmies;fk10486;1921 - 1922;;1920 - 1921;"100;00 %";220;1183;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10486;Suomen sosialistisen työväenpuolueen päälehti;;;;1;Finsk sosialistisk arbetarparti's huvudblad;Finnish Sosialistic Labour Party's main paper;;
Itä-Suomen Työmies;fk10130;1918;;1918;"100;00 %";220;1170;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10130;sosialidemokraattinen;;puolueen oikeistoa;;1;socialdemokratisk;socialdemokratic;;
Kansan Sana;fk10172;;1932 - 1934;1932 - 1934;"100;00 %";286;1162;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10172;kansanpuoluelainen;;;;1;folkparti;people's party;;
Keuru-Pihlajavesi-Multia;fk10211;1926 - 1929;1930 - 1932;1926 - 1932;"100;00 %";282;1157;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10211;-;;paikallinen lehti;;1;-;-;;
Kyrönmaa;fk10244;;1930 - 1932;1930 - 1932;"100;00 %";280;1152;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10244;puolueeton;;;;1;partilös;non-partisan;;
Päivän Tiedot;fk10387;1915 - 1917;;1915 - 1917;"100;00 %";289;1148;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10387;sosialidemokraattinen;;varovainen linja;;1;socialdemokratisk;socialdemokratic;;
Vanha Jämsä;fk14850;1925 - 1929;1930;1925 - 1930;"100;00 %";259;1140;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14850;puolueeton;;;;1;partilös;non-partisan;;
Savonlinna;1458-6614;1876 - 1881;;1876 - 1881;"100;00 %";282;1133;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-6614;suomenmielinen;;;;1;finsksinnad;Fennoman;;
Otawa;1457-4519;1860 - 1863;;1860 - 1863;"100;00 %";184;1125;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4519;suomenmielinen;;;;1;finsksinnad;Fennoman;;
Kajaanin Uutiset;fk10158;1921 - 1922;;1921 - 1922;"100;00 %";272;1100;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10158;edistyspuolueen ja kokoomuksen yhteinen lehti;;kommunismin vastainen;;1;progress parti och samlingspartistisk gemensam tidning;progressive party and supporter of the Coalition Party joint paper;;
Put;fk14971;1921 - 1922;;1921 - 1922;"100;00 %";268;1091;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14971;epäpoliittinen;;;;1;opolitisk;apolitical;;
Kuopio Tidning;1457-4454;1851 - 1856;;1851 - 1856;"100;00 %";267;1080;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4454;-;;hiippakunnan lehti;;1;-;-;;
Kuopio Tidning;1457-4454;1851 - 1856;;1851 - 1856;"100;00 %";267;1080;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4454;suomenmielinen;1856;;;1;finsksinnad;Fennoman;;
Ilmarinen;1458-087X;1866 - 1872;;1866 - 1872;"100;00 %";264;1066;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-087X;"maltillisen suomenmielinen; jungfennomaaninen";;;;1;"måttlighet finsksinnad; jungfennomanic";"moderately Fennoman; jungfennoman";;
Etelä-Hämeen Sanomat;fk10038;1927 - 1929;;1927 - 1929;"100;00 %";258;1050;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10038;sitoutumaton;;;;1;obunden;independent;;
Kymen Keskilaakso;fk11433;;1931 - 1936;1931 - 1974;"13;64 %";261;1050;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk11433;;;;;;;;;
Ähtäri;fk14908;1927 - 1929;1930 - 1932;1927 - 1932;"100;00 %";256;1034;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14908;-;;paikallislehti;;1;-;-;;
Russkaja Zizn;fk14926;1919;;1919;"100;00 %";228;1032;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14926;-;;venäläisten emigranttien lehti;;1;-;-;;
Rauman Lehti;1458-266X;1918 - 1919;;1918 - 1919;"100;00 %";260;1027;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-266X;"monarkistinen; kokoomuslainen";Ålands Sjöfartstidning;;;1;"monarkistisk; samlingspartistisk";"monarchist; supporter of the Coalition Party";;
Björneborgs Tidning;1457-4276;1860 - 1865;;1860 - 1865;"100;00 %";254;1023;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4276;-;;pienilevikkinen uutis- ja ilmoituslehti;;1;-;-;;
Tähti;1458-8641;1863 - 1867;;1863 - 1867;"100;00 %";254;1020;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-8641;maltillisen jungfennomaaninen;;;;1;tolerant jungfennomanic;moderately jungfennoman;;
Kansan Tahto;fk10174;1917 - 1918;;1917 - 1918;"100;00 %";262;1018;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10174;sosialistinen;;;;1;sosialistisk;socialistic;;
;fk19536;1903 - 1905;;1903 - 1905;"100;00 %";279;1016;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk19536;-;;"merenkulku-; maatalous-; kalastus-; kauppa- ja teollisuuslehti";;4;-;-;;
"Paimion; Sauvon; Karunan ja Piikkiön Kunnallislehti";fk14994;1920 - 1924;;1920 - 1924;"100;00 %";245;1000;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14994;-;;paikallislehti;;1;-;-;;
Ålands Nyheter;fk14907;1927 - 1929;1930 - 1931;1927 - 1931;"100;00 %";221;994;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14907;RKP:n talonpoikaisryhmän lehti;;taustalla Ålands Jordbrukarförbund;;1;tidningen för bondegruppen i Svenska folkpartiet i Finland;Swedish People's Party peasantgroup's paper;;
Pohjanmaan Pienviljelijä;fk10360;;1930 - 1934;1930 - 1934;"100;00 %";244;990;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10360;Suomen pienviljelijäin puolueen lehti;;;;1;Finsk småbrukare parti;Small Farmers' Party of Finland's organ;;
"Wiita-sanomat : Viitasaarella; Pihtiputaalla; Kinnulassa; Keiteleellä; Kannonkoskella; Konginkankaalla ja Vesannolla ilmestyvä ilmaisjakelulehti";2242-5411;;2015 - 2019;2009 - 2019;"45;45 %";79;972;https://digi.kansalliskirjasto.fi/sanomalehti/titles/2242-5411;;;;;;;;;
"Izvestija Gelsingforsskago Soveta Deputatov Armii; Flota I Rabocih";fk23794;1917 - 1918;;1917 - 1918;"100;00 %";236;970;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk23794;-;;venäläisille sotilaille ja työläisille suunnattu vallankumouksellinen lehti;;1;-;-;;
Seinäjoen Sanomat;fk10451;1926 - 1929;1930;1926 - 1930;"100;00 %";234;968;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10451;puolueeton;;;;1;partilös;non-partisan;;
Iltalehti;fk10116;1912 - 1913;;1912 - 1913;"100;00 %";240;964;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10116;puolueeton;;vanhasuomalainen;;4;partilös;non-partisan;;
ES lauantai / Kaakon Viestintä Oy;2489-8503;;2018 - 2019;2018 - 2019;"100;00 %";43;960;https://digi.kansalliskirjasto.fi/sanomalehti/titles/2489-8503;;;;;;;;;
Kurun Sanomat;0782-6605;;1933 - 1938;1933 - 2008;"7;89 %";231;958;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0782-6605;;;;;;;;;
Måndagen;fk10301;1905 - 1910;;1905 - 1910;"100;00 %";235;944;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10301;"ruotsinmielinen; perustuslaillinen";;;;1;"svekomansk; konstitutionell";"pro-Swedish; constitutional";;
Kokkolan Uutiset;fk10218;1915 - 1917;;1915 - 1917;"100;00 %";242;938;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10218;puolueeton;;taustaltaan nuorsuomalainen;;4;partilös;non-partisan;;
Työn Valta;fk14805;1917 - 1919;;1917 - 1919;"100;00 %";230;930;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14805;sosialistinen;;;;1;sosialistisk;socialistic;;
Haukivuoren Seutu;fk990543;;2015 - 2019;1998 - 2019;"22;73 %";105;928;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk990543;;;;;;;;;
Tornion Laakso;fk14782;1912 - 1915;;1912 - 1915;"100;00 %";232;916;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14782;nuorsuomalainen;;"pyrki yleislehdeksi; nuorsuomalaisuus oli yleisluontoista";;1;ungfinsk;Young Finnish Party;;"attempted to be general newspaper; Young Finnish Party in general form"
Wasa Framåt;1458-8714;1881;;1881;"100;00 %";229;914;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-8714;suomenmielinen;;;;1;finsksinnad;Fennoman;;
Ylimaa;fk14895;1919 - 1920;;1919 - 1920;"100;00 %";225;909;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14895;kokoomuslainen;;;;1;samlingspartistisk;supporter of the Coalition Party;;
Jakobstads Tidning;fk10137;1898 - 1901;;1898 - 1901;"100;00 %";220;904;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10137;"ruotsinmielinen; perustuslaillinen";;kielipoliittinen kanta muuttui sovittelevammaksi 1899;;1;"svekomansk; konstitutionell";"pro-Swedish; constitutional";språkpolitisk synpunkt förändrades;language policy outlook changed
Aika;fk10050;;1932 - 1933;1932 - 1933;"100;00 %";168;900;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10050;riippumaton;;aitosuomalainen;;4;obunden;independent;;
Pieksämäki;fk10345;;1930 - 1935;1930 - 1947;"33;33 %";223;900;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10345;;;;;;;;;
Jaakkima;fk10134;1915 - 1920;;1915 - 1920;"100;00 %";225;896;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10134;puolueeton;;paikallislehti;;1;partilös;non-partisan;;
Isänmaan Ystävä;fk10119;1897 - 1900;;1897 - 1900;"100;00 %";217;882;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10119;sitoutumaton;1897 - 1899;;;1;obunden;independent;;
Isänmaan Ystävä;fk10119;1897 - 1900;;1897 - 1900;"100;00 %";217;882;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10119;nuorsuomalainen;1900;;;1;ungfinsk;Young Finnish Party;;
Uuden Suomen Iltalehti;fk14822;1919;;1919;"100;00 %";208;882;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14822;kokoomuslainen;;;;1;samlingspartistisk;supporter of the Coalition Party;;
Suomi;fk10492;1911 - 1912;;1911 - 1912;"100;00 %";135;876;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10492;sitoutumaton;;suunnattu maanviljelijöille;;1;obunden;independent;;
"Izvestija Soveta Deputatov Armii; Flota I Rabocih Abo-Olandskoj Ukreplennoj P";fk14999;1917 - 1918;;1917 - 1918;"100;00 %";233;872;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14999;-;;vallankumouksellinen lehti venäläisille sotilaille ja työläisille;;1;-;-;;
Uusmaan Kunnallislehti;fk14839;;1931 - 1935;1930 - 1964;"14;29 %";215;868;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14839;;;;;;;;;
Vaasan Sanomat;1458-8684;1878 - 1881;;1878 - 1881;"100;00 %";205;867;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-8684;;;;;;;;;
Österbottens Dagblad;fk14912;;1932 - 1933;1932 - 1933;"100;00 %";216;862;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14912;;;;;;;;;
Kajaanin Kaiku;fk10156;1916 - 1919;;1916 - 1919;"100;00 %";211;858;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10156;;;;;;;;;
Talonpojan Lehti;fk14762;1906 - 1907;;1906 - 1907;"100;00 %";213;856;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14762;;;;;;;;;
Keski-Uusimaa viikko;2490-1040;;2018 - 2019;2018 - 2019;"100;00 %";47;844;https://digi.kansalliskirjasto.fi/sanomalehti/titles/2490-1040;;;;;;;;;
Saima;1457-456X;1844 - 1846;;1844 - 1846;"100;00 %";154;842;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-456X;suomenmielinen;;;;1;finsksinnad;Fennoman;;
Forssan Sanomat;fk10061;1904 - 1907;;1904 - 1907;"100;00 %";212;837;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10061;sosialistinen;;;;2;sosialistisk;socialistic;;
Kaskisten Lehti;fk10197;1903 - 1906;;1903 - 1906;"100;00 %";209;830;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10197;;;;;;;;;
Vapaa Karjala ja Inkeri;fk14853;;1931 - 1934;1931 - 1937;"57;14 %";207;830;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14853;;;;;;;;;
Saimaa;1458-2473;1893 - 1895;;1893 - 1895;"100;00 %";207;828;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-2473;;;;;;;;;
Politiken;fk10379;1907;;1907;"100;00 %";206;824;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10379;;;;;;;;;
Työväen Lehti;fk14815;1927 - 1928;;1927 - 1930;"50;00 %";199;818;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14815;;;;;;;;;
Vieskan viikko;2489-2823;;2017 - 2019;1993 - 1997;"60;00 %";68;816;https://digi.kansalliskirjasto.fi/sanomalehti/titles/2489-2823;;;;;;;;;
Lounais-Häme;fk10270;1907 - 1909;;1907 - 1909;"100;00 %";202;810;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10270;;;;;;;;;
Länsi-Suomi;1458-2368;1877 - 1879;;1877 - 1879;"100;00 %";150;810;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-2368;;;;;;;;;
Uusi Pohjan Kansa;fk14831;1923;;1923;"100;00 %";174;804;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14831;;;;;;;;;
Savon Lehti;fk10439;1911 - 1912;;1911 - 1912;"100;00 %";179;778;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10439;;;;;;;;;
Rauman Sanomat;fk10407;1919 - 1921;;1919 - 1921;"100;00 %";193;773;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10407;;;;;;;;;
Helsingin Lehti;fk10094;1926 - 1928;;1926 - 1928;"100;00 %";193;772;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10094;;;;;;;;;
Kansan Tahto;fk10175;1921 - 1923;;1921 - 1923;"100;00 %";177;744;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10175;;;;;;;;;
Nya Folkbladet;fk10308;1926 - 1929;1930;1926 - 1930;"100;00 %";182;744;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10308;;;;;;;;;
Elämä;fk10035;1905 - 1907;;1905 - 1907;"100;00 %";184;736;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10035;sosialistinen;;;;2;sosialistisk;socialistic;;
Satakunnan Lehti;fk10427;1919 - 1921;;1919 - 1921;"100;00 %";184;734;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10427;;;;;;;;;
Säynätsalon Sanomat;fk16127;;2016 - 2019;1985 - 2019;"11;43 %";83;728;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk16127;;;;;;;;;
Kurikan Lehti;fk10237;1928 - 1929;1930 - 1932;1928 - 1932;"100;00 %";176;712;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10237;;;;;;;;;
Wiborgs Annonce Blad;1457-4845;"1837 - 1839; 1842 - 1844; 1848 - 1849";;1837 - 1849;"61;54 %";363;704;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4845;;;;;;;;;
Turun Ympäristön Kunnallisia Sanomia;fk14949;1926 - 1929;;1926 - 1929;"100;00 %";161;702;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14949;;;;;;;;;
Kyrön Sanomat;fk10246;1916 - 1921;;1916 - 1921;"100;00 %";175;700;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10246;;;;;;;;;
Vårt Land;fk14892;1897 - 1899;;1897 - 1899;"100;00 %";172;698;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14892;;;;;;;;;
Pellervo;1458-2465;1881 - 1884;;1881 - 1884;"100;00 %";170;690;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-2465;;;;;;;;;
Gamlakarleby;fk10064;1909 - 1911;;1909 - 1911;"100;00 %";173;686;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10064;;;;;;;;;
Viikkoset;0782-5692;;2016 - 2017;1975 - 2019;"4;44 %";42;684;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0782-5692;;;;;;;;;
Pohjanmaan Suunta;fk14954;;1934 - 1935;1934 - 1936;"66;67 %";167;682;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14954;;;;;;;;;
Tampereen Sanomat;fk14772;;1932 - 1935;1932 - 1939;"50;00 %";162;676;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14772;;;;;;;;;
Folket;fk10055;1901 - 1905;;1901 - 1905;"100;00 %";160;674;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10055;;;;;;;;;
Orivesi;fk10321;1929;1930 - 1932;1929 - 1932;"100;00 %";168;674;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10321;;;;;;;;;
Suomenlehti;1458-6746;1872 - 1874;;1872 - 1874;"100;00 %";161;672;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-6746;;;;;;;;;
Pyhtäänlehti;0786-6585;;2017 - 2019;1985 - 2019;"8;57 %";51;668;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0786-6585;;;;;;;;;
Itä-Häme;fk10120;1904 - 1906;;1904 - 1906;"100;00 %";166;663;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10120;;;;;;;;;
Pohjolan Suunta;fk10376;;1934 - 1935;1934 - 1936;"66;67 %";160;656;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10376;;;;;;;;;
Ahti;1458-0500;1878 - 1881;;1878 - 1881;"100;00 %";159;654;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-0500;;;;;;;;;
Dagligt Allehanda;fk10029;1900 - 1901;;1900 - 1901;"100;00 %";166;654;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10029;;;;;;;;;
Uusmaan Työmies;fk14840;1926 - 1928;;1926 - 1929;"75;00 %";157;648;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14840;;;;;;;;;
Lempäälän Sanomat;fk10265;1928 - 1929;1930 - 1931;1928 - 1931;"100;00 %";161;644;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10265;;;;;;;;;
Pohjanmaan Sana;fk10361;;1934 - 1935;1934 - 1941;"25;00 %";156;636;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10361;;;;;;;;;
Kanawa;1457-4446;1845 - 1847;;1845 - 1847;"100;00 %";153;633;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4446;;;;;;;;;
Lempäälän-Vesilahden Sanomat;0789-807X;;1934 - 1936;1934 - 1956;"13;04 %";156;630;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0789-807X;;;;;;;;;
Helsingin Wiikko-Sanomia;1458-0837;1881 - 1884;;1881 - 1884;"100;00 %";157;628;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-0837;;;;;;;;;
Itä-Hämeen Raivaaja;fk10121;1905 - 1907;;1905 - 1907;"100;00 %";156;625;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10121;;;;;;;;;
Kokkolan Lehti;1458-0993;1884 - 1887;;1884 - 1887;"100;00 %";155;620;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-0993;;;;;;;;;
Sanan-Lennätin;1457-4608;1855 - 1858;;1855 - 1858;"100;00 %";156;620;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4608;;;;;;;;;
Kansan Lehti;1458-0926;1867 - 1870;;1867 - 1870;"100;00 %";155;619;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-0926;;;;;;;;;
Suupohjan Työmies;1458-8536;1883 - 1885;;1883 - 1885;"100;00 %";154;617;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-8536;;;;;;;;;
Kuopion Sanomat;1457-4470;1880 - 1882;;1880 - 1882;"100;00 %";153;616;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4470;;;;;;;;;
Svenska Finland;fk14750;1914 - 1915;;1914 - 1915;"100;00 %";129;612;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14750;;;;;;;;;
Sotsialist-Revoljutsioner;fk14933;1917 - 1918;;1917 - 1918;"100;00 %";151;608;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14933;;;;;;;;;
Helsingfors Annonsblad;1457-4330;1843;;1843;"100;00 %";303;606;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4330;;;;;;;;;
Kymenlaakson Suunta;fk10240;;1933 - 1934;1933 - 1939;"28;57 %";148;596;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10240;;;;;;;;;
Maamme;1458-2384;1889 - 1890;;1889 - 1890;"100;00 %";146;584;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-2384;;;;;;;;;
Aftonbladet;1458-0691;1892 - 1893;;1892 - 1893;"100;00 %";142;581;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-0691;;;;;;;;;
Kurikan ja Jalasjärven Kunnallislehti;fk11420;;1933 - 1935;1933 - 1975;"6;98 %";142;580;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk11420;;;;;;;;;
Työläinen;fk14800;1918 - 1919;;1918 - 1919;"100;00 %";151;580;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14800;;;;;;;;;
Seinäjoki;fk10452;;1932 - 1935;1932 - 1938;"57;14 %";142;554;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10452;;;;;;;;;
Jaakkiman Lehti;fk10132;1923 - 1925;;1922 - 1925;"75;00 %";137;550;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10132;;;;;;;;;
Uusi Inkeri;fk14828;1905 - 1906;;1905 - 1906;"100;00 %";136;546;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14828;;;;;;;;;
Terijoki;fk14775;1908 - 1909;;1908 - 1909;"100;00 %";133;532;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14775;;;;;;;;;
Virtain Sanomat;fk14991;1921 - 1923;;1921 - 1923;"100;00 %";132;530;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14991;;;;;;;;;
Helsingfors Annonsblad;1457-4349;1853 - 1855;;1853 - 1855;"100;00 %";131;528;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4349;;;;;;;;;
Porin Kaupungin Sanomia;1457-4543;1860 - 1862;;1860 - 1862;"100;00 %";130;521;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4543;;;;;;;;;
Kaskinen;fk10196;1914 - 1916;;1914 - 1916;"100;00 %";129;516;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10196;;;;;;;;;
Oriveden Sanomat;fk10320;1926 - 1929;1930;1926 - 1930;"100;00 %";124;506;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10320;;;;;;;;;
Land och Stad;1458-2309;1889 - 1892;;1889 - 1892;"100;00 %";121;504;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-2309;;;;;;;;;
Työväen Lehti;fk14812;1919 - 1920;;1919 - 1920;"100;00 %";125;502;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14812;;;;;;;;;
Vesilahden Sanomat;fk14870;;1931 - 1933;1931 - 1933;"100;00 %";123;500;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14870;;;;;;;;;
Kuopion Uutiset;fk10235;1903;;1901 - 1903;"33;33 %";124;496;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10235;;;;;;;;;
Rannikkoseudun Kunnallislehti;fk10403;;1933 - 1935;1933 - 1948;"18;75 %";129;496;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10403;;;;;;;;;
Päivätär;1457-4713;1863 - 1865;;1863 - 1865;"100;00 %";121;488;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4713;;;;;;;;;
Narodnaja Niva;fk14921;1917;;1917;"100;00 %";122;483;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14921;;;;;;;;;
